web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641931070-1272","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M CAMILLE LE JOSNE","https://fr.kompass.com/c/m-camille-le-josne/fr0988978/","M CAMILLE LE JOSNE","11 RUE DES HORTENSIAS","11 RUE DES HORTENSIAS 

	                
	        14123 IFS","null","2004","Profession libérale","De 0 à 9 employés","M CAMILLE LE JOSNE, est installée au 11 RUE DES HORTENSIAS à Ifs (14123) dans le département du Calvados.



Cette société est une profession libérale fondée en 2004 sous l'enregistrement 478336365 00034, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931205-1317","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","TIVANO","https://fr.kompass.com/c/tivano/fra01qlft/","TIVANO","26 AV DE GARBSEN 

	                TECHNOPOLE CITIS","26 AV DE GARBSEN 

	                TECHNOPOLE CITIS 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2016","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise TIVANO, est localisée au 26 AV DE GARBSEN à Herouville-saint-clair (14200) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2016 sous l'enregistrement 819032533 00013, recensée sous le naf : 

► Programmation informatique.



La société TIVANO est dirigée par Patrick Prevost (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931139-1295","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","SOFT INDUSTRIE, SI","https://fr.kompass.com/c/soft-industrie/fr7230558/","SOFT INDUSTRIE","32 RUE DU DOCTEUR OPOIS","32 RUE DU DOCTEUR OPOIS 

	                
	        14780 LION-SUR-MER","null","2010","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société SOFT INDUSTRIE(SI), est localisée au 32 RUE DU DOCTEUR OPOIS à Lion-sur-mer (14780) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2010(SIRET : 520080961 00029), recensée sous le naf : 

► Programmation informatique.



La société SOFT INDUSTRIE est dirigée par Nicolas Chauvin (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931026-1257","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M ALEXANDRE VIAUD","https://fr.kompass.com/c/m-alexandre-viaud/fr9328268/","M ALEXANDRE VIAUD","8 RUE ALFRED KASTLER","8 RUE ALFRED KASTLER 

	                
	        14000 CAEN","null","2009","Artisan-commerçant","De 0 à 9 employés","L'entreprise M ALEXANDRE VIAUD, est implantée au 8 RUE ALFRED KASTLER à Caen (14000) dans le département du Calvados.



Cet artisan-commerçant fondé en 2009(SIRET : 517684247 00029), est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931097-1281","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M PIERRE-ALAIN BOULY","https://fr.kompass.com/c/m-pierre-alain-bouly/fr3417747/","M PIERRE-ALAIN BOULY","3 ALL DES ILES 

	                APPARTEMENT 24","3 ALL DES ILES 

	                APPARTEMENT 24 

	                
	        14123 FLEURY-SUR-ORNE","null","2014","Profession libérale","De 0 à 9 employés","M PIERRE-ALAIN BOULY, est installé au 3 ALL DES ILES à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014(SIRET : 800127771 00015), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931229-1325","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M LUDOVIC BENOIT","https://fr.kompass.com/c/m-ludovic-benoit/fr4464506/","M LUDOVIC BENOIT","22 AV MARECHAL MONTGOMERY","22 AV MARECHAL MONTGOMERY 

	                
	        14000 CAEN","null","2014","Profession libérale","De 0 à 9 employés","M LUDOVIC BENOIT, est installé au 22 AV MARECHAL MONTGOMERY à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous le numéro 804826568 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931022-1256","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","WEBOCUBE","https://fr.kompass.com/c/webocube/fr6354236/","WEBOCUBE","9 RUE FERDINAND BUISSON 

	                PARC ATHENA","9 RUE FERDINAND BUISSON 

	                PARC ATHENA 

	                
	        14280 SAINT-CONTEST","null","2009","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société WEBOCUBE, est implantée au 9 RUE FERDINAND BUISSON à Saint-contest (14280) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2009 sous le numéro 513017442 00015, recensée sous le naf : 

► Programmation informatique.



La société WEBOCUBE est dirigée par Gérald Morales (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931136-1294","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","FIL CONSEIL & DEVELOPPEMENT","https://fr.kompass.com/c/fil-conseil-developpement/fr2075911/","FIL CONSEIL & DEVELOPPEMENT","14 RUE EUGENIE","14 RUE EUGENIE 

	                
	        14000 CAEN","http://fil-developpement.fr","2013","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie FIL CONSEIL & DEVELOPPEMENT, est localisée au 14 RUE EUGENIE à Caen (14000) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2013 sous le numéro 799023114 00017, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société FIL CONSEIL & DEVELOPPEMENT est dirigée par Hervé Fleury (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931085-1277","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","CICERO, CICERO (COMPOSITION INFORMATISEE COQUILLES ELIMINEES PAR RELECTURE D'ORDINATEUR)","https://fr.kompass.com/c/cicero/fr1569612/","CICERO
                                    COMPOSITION INFORMATISEE COQUILLES ELIMINEES PAR RELECTURE D'ORDINATEUR","4 PL DU PLANITRE","4 PL DU PLANITRE 

	                
	        14470 REVIERS","http://www.cicero.fr","1986","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société CICERO(CICERO), est implantée au 4 PL DU PLANITRE à Reviers (14470) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 1986 ayant comme SIRET le numéro 339630857 00011, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société CICERO est dirigée par Marie-France Clappier (Gérant)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641931016-1254","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M GREGORY LESUEUR","https://fr.kompass.com/c/m-gregory-lesueur/fr9624243/","M GREGORY LESUEUR","20 RUE JEAN PERRIN","20 RUE JEAN PERRIN 

	                
	        14440 DOUVRES-LA-DELIVRANDE","null","2012","Profession libérale","De 0 à 9 employés","M GREGORY LESUEUR, est installé au 20 RUE JEAN PERRIN à Douvres-la-delivrande (14440) dans le département du Calvados.



Cette société est une profession libérale fondée en 2012(SIRET : 788423549 00039), recensée sous le naf : 

► Gestion d'installations informatiques.","Gestion d'installations informatiques (6203Z)
				Voir la classification Kompass"
"1641931064-1270","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M GUILLAUME HIE","https://fr.kompass.com/c/m-guillaume-hie/fr3229717/","M GUILLAUME HIE","3 RUE JEAN-SEBASTIEN BACH","3 RUE JEAN-SEBASTIEN BACH 

	                
	        14740 THUE ET MUE","null","2013","Profession libérale","De 0 à 9 employés","M GUILLAUME HIE, est installé au 3 RUE JEAN-SEBASTIEN BACH à Thue Et Mue (14740) dans le département du Calvados.



Cette société est une profession libérale fondée en 2013 sous l'enregistrement 792806788 00016, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931151-1299","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M JEAN-CHARLES VICTORIA","https://fr.kompass.com/c/m-jean-charles-victoria/fr5781673/","M JEAN-CHARLES VICTORIA","679 CHE DU VAL","679 CHE DU VAL 

	                
	        14123 IFS","null","2008","Profession libérale","De 0 à 9 employés","M JEAN-CHARLES VICTORIA, est installé au 679 CHE DU VAL à Ifs (14123) dans le département du Calvados.



Cette société est une profession libérale fondée en 2008 sous le numéro 504233651 00018, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931127-1291","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","SCANIZER","https://fr.kompass.com/c/scanizer/fr7435862/","SCANIZER","15 AV DE CAMBRIDGE","15 AV DE CAMBRIDGE 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2010","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie SCANIZER, est installée au 15 AV DE CAMBRIDGE à Herouville-saint-clair (14200) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2010(SIRET : 521916106 00011), recensée sous le naf : 

► Edition de logiciels système et de réseau.



La société SCANIZER est dirigée par Bernard Garandel (Gérant)","Édition de logiciels système et de réseau (5829A)
				Voir la classification Kompass"
"1641931190-1312","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M DAVID DUPONT","https://fr.kompass.com/c/m-david-dupont/fr3577325/","M DAVID DUPONT","2 RUE DU CALVAIRE","2 RUE DU CALVAIRE 

	                
	        14320 LAIZE-CLINCHAMPS","http://www.adf-soft.fr","2004","Profession libérale","De 0 à 9 employés","M DAVID DUPONT, est installé au 2 RUE DU CALVAIRE à Laize-clinchamps (14320) dans le département du Calvados.



Cette TPE est une profession libérale fondée en 2004 sous l'enregistrement 453754954 00023, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931100-1282","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","PACK INFORMATIQUE","https://fr.kompass.com/c/pack-informatique/fr8221842/","PACK INFORMATIQUE","35 RUE CAMILLE BLAISOT","35 RUE CAMILLE BLAISOT 

	                
	        14210 EVRECY","http://www.packinformatique.com","2006","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise PACK INFORMATIQUE, est implantée au 35 RUE CAMILLE BLAISOT à Evrecy (14210) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2006 sous l'enregistrement 493886626 00032, recensée sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.



La société PACK INFORMATIQUE est dirigée par Arnaud Laurent (Gérant)","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931160-1302","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M DAVID ROISNET","https://fr.kompass.com/c/m-david-roisnet/fr0751157/","M DAVID ROISNET","12 RUE ARTHUR RIMBAUD","12 RUE ARTHUR RIMBAUD 

	                
	        14540 BOURGUEBUS","null","2012","Profession libérale","De 0 à 9 employés","M DAVID ROISNET, est installé au 12 RUE ARTHUR RIMBAUD à Bourguebus (14540) dans le département du Calvados.



Cette société est une profession libérale fondée en 2012 sous le numéro 790616056 00012, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931004-1250","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","ISIOTRADE","https://fr.kompass.com/c/isiotrade/fr4788716/","ISIOTRADE","28 RUE FELIX LECLERC","28 RUE FELIX LECLERC 

	                
	        14123 IFS","null","2007","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","Mise à disposition d'informations financières via internet.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641931175-1307","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","SOC GESTION EXPLOITATION INFORMATIQUE, SGEI","https://fr.kompass.com/c/soc-gestion-exploitation-informatique/fr4304408/","SOC GESTION EXPLOITATION INFORMATIQUE","3 RUE DE LA PELLETERIE","3 RUE DE LA PELLETERIE 

	                
	        14700 FALAISE","null","2004","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société SOC GESTION EXPLOITATION INFORMATIQUE(SGEI), est localisée au 3 RUE DE LA PELLETERIE à Falaise (14700) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2004 sous l'enregistrement 451682272 00047, recensée sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.



La société SOC GESTION EXPLOITATION INFORMATIQUE est dirigée par Lionel Cosson (Gérant)","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931079-1275","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","DELPHINE JEAN INVESTISSEMENT","https://fr.kompass.com/c/delphine-jean-investissement/fr9763618/","DELPHINE JEAN INVESTISSEMENT","34 GRANDE RUE","34 GRANDE RUE 

	                
	        14123 FLEURY-SUR-ORNE","null","2004","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise DELPHINE JEAN INVESTISSEMENT, est localisée au 34 GRANDE RUE à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2004 ayant comme SIRET le numéro 480098391 00034, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société DELPHINE JEAN INVESTISSEMENT est dirigée par Delphine Jean (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931076-1274","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M PATRICE CORVEE","https://fr.kompass.com/c/m-patrice-corvee/fr3989996/","M PATRICE CORVEE","HAM LA JALOUSIE","HAM LA JALOUSIE 

	                
	        14210 SAINTE-HONORINE-DU-FAY","null","2006","Artisan-commerçant","De 0 à 9 employés","L'entreprise M PATRICE CORVEE, est localisée à Sainte-honorine-du-fay (HAM LA JALOUSIE) dans le département du Calvados.



Cet artisan-commerçant fondé en 2006 sous le numéro 488371006 00021, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931121-1289","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","SCRIBE INFORMATIQUE","https://fr.kompass.com/c/scribe-informatique/fr0678498/","SCRIBE INFORMATIQUE","L'OREE DU BOIS","L'OREE DU BOIS 

	                
	        14240 CAUMONT-SUR-AURE","null","1997","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie SCRIBE INFORMATIQUE, est installée à Caumont-sur-aure (L'OREE DU BOIS) dans le département du Calvados.



Cette société en très forte augmentation est une société à responsabilité limitée (SARL) fondée en 1997 sous le numéro 411038912 00027, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société SCRIBE INFORMATIQUE est dirigée par Vincent Monier (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931010-1252","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","ACTION INFORMATIQUE SPECIFIQUE","https://fr.kompass.com/c/action-informatique-specifique/fr3377290/","ACTION INFORMATIQUE SPECIFIQUE","413 LA BRUYERE DE CALLEVILLE","413 LA BRUYERE DE CALLEVILLE 

	                
	        14670 JANVILLE","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société ACTION INFORMATIQUE SPECIFIQUE, est localisée au 413 LA BRUYERE DE CALLEVILLE à Janville (14670) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 sous l'enregistrement 448616755 00022, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société ACTION INFORMATIQUE SPECIFIQUE est dirigée par Jean-Charles Bichot (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931109-1285","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M MATHIEU PRISSETTE","https://fr.kompass.com/c/m-mathieu-prissette/fr3815288/","M MATHIEU PRISSETTE","6 CHE DU BAS  DES JARDINS","6 CHE DU BAS  DES JARDINS 

	                
	        14810 GONNEVILLE-EN-AUGE","null","2005","Profession libérale","De 0 à 9 employés","M MATHIEU PRISSETTE, est installé au 6 CHE DU BAS DES JARDINS à Gonneville-en-auge (14810) dans le département du Calvados.



Cette TPE est une profession libérale fondée en 2005 sous l'enregistrement 482637766 00023, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931037-1261","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","PV2M.NET","https://fr.kompass.com/c/pv2m-net/fr9016598/","PV2M.NET","35 RUE DU QUEBEC","35 RUE DU QUEBEC 

	                
	        14123 IFS","null","2005","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société PV2M.NET, est localisée au 35 RUE DU QUEBEC à Ifs (14123) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2005(SIRET : 485175988 00016), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931116-1287","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","ATOM DYNAMIC NETWORK","https://fr.kompass.com/c/atom-dynamic-network/fr2998164/","ATOM DYNAMIC NETWORK","23 ALL DES MEUNIERS","23 ALL DES MEUNIERS 

	                
	        14330 LE MOLAY-LITTRY","http://www.activites-manuelles.com","2000","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie ATOM DYNAMIC NETWORK, est installée au 23 ALL DES MEUNIERS à Le Molay-littry (14330) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2000(SIRET : 432546802 00021), recensée sous le naf : 

► Portails Internet.



La société ATOM DYNAMIC NETWORK est dirigée par Annabelle Chapelet (Gérant)","Portails Internet (6312Z)
				Voir la classification Kompass"
"1641931112-1286","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M TIMOTHEE PORCQ","https://fr.kompass.com/c/m-timothee-porcq/fra01ld69/","M TIMOTHEE PORCQ","5 RUE DU 11 NOVEMBRE","5 RUE DU 11 NOVEMBRE 

	                
	        14000 CAEN","null","2008","Profession libérale","De 0 à 9 employés","M TIMOTHEE PORCQ, est installé au 5 RUE DU 11 NOVEMBRE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2008(SIRET : 503307126 00030), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931178-1308","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","CODE GEEK INFORMATIQUE","https://fr.kompass.com/c/code-geek-informatique/fra01slfp/","CODE GEEK INFORMATIQUE","4 RUE DU CLOS BARIL","4 RUE DU CLOS BARIL 

	                
	        14450 GRANDCAMP-MAISY","null","2016","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise CODE GEEK INFORMATIQUE, est installée au 4 RUE DU CLOS BARIL à Grandcamp-maisy (14450) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2016 sous l'enregistrement 819612771 00017, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société CODE GEEK INFORMATIQUE est dirigée par Thomas Lefrancois (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931040-1262","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","HAWKIX SI","https://fr.kompass.com/c/hawkix-si/fr1207144/","HAWKIX SI","20 RUE DU CHEMIN VERT 

	                RESIDENCE LE STADE","20 RUE DU CHEMIN VERT 

	                RESIDENCE LE STADE 

	                
	        14400 BAYEUX","http://www.hawkix.fr","2010","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise HAWKIX SI, est installée au 20 RUE DU CHEMIN VERT à Bayeux (14400) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2010 ayant comme SIRET le numéro 519746507 00028, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société HAWKIX SI est dirigée par Guillaume Baron (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931155-1300","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","SELIC","https://fr.kompass.com/c/selic/fr0755757/","SELIC","9 RUE LEOPOLD SEDAR SENGHOR 

	                BATIMENT OLYMPUS","9 RUE LEOPOLD SEDAR SENGHOR 

	                BATIMENT OLYMPUS 

	                
	        14460 COLOMBELLES","http://www.selic.fr","2006","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société SELIC, est implantée au 9 RUE LEOPOLD SEDAR SENGHOR à Colombelles (14460) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2006(SIRET : 488296294 00058), recensée sous le naf : 

► Edition de logiciels applicatifs.



La société SELIC est dirigée par Eric Dufour (Gérant)","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931193-1313","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M YOAN DALLET","https://fr.kompass.com/c/m-yoan-dallet/fra0171nl/","M YOAN DALLET","LE BOURG 

	                SAINT OUEN DES BESACES","LE BOURG 

	                SAINT OUEN DES BESACES 

	                
	        14350 SOULEUVRE EN BOCAGE","http://www.pcphones.fr","2015","Artisan-commerçant","De 0 à 9 employés","Maintenance informatique à domicile, vente occasionnelle de matériel informatique","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931049-1265","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M ARNAULD CHIRON","https://fr.kompass.com/c/m-arnauld-chiron/fra013zva/","M ARNAULD CHIRON","2 RUE DES FORGES","2 RUE DES FORGES 

	                
	        14250 FONTENAY-LE-PESNEL","null","2015","Artisan-commerçant","De 0 à 9 employés","Réparation et dépannage informatique, création de sites internet, installation et maintenance informatique, vente de matériels informatiques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931215-1320","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","AROVA","https://fr.kompass.com/c/arova/fr8743469/","AROVA","646 RTE DES DIGUES","646 RTE DES DIGUES 

	                
	        14123 FLEURY-SUR-ORNE","null","2011","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société AROVA, est implantée au 646 RTE DES DIGUES à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2011 sous le numéro 535280457 00024, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société AROVA est dirigée par Arnaud Delevoye (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931094-1280","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","HEYHOP","https://fr.kompass.com/c/heyhop/fr9622567/","HEYHOP","1 RUE HENRI SPRIET","1 RUE HENRI SPRIET 

	                
	        14120 MONDEVILLE","null","2012","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie HEYHOP, est localisée au 1 RUE HENRI SPRIET à Mondeville (14120) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2012 sous l'enregistrement 754082691 00025, recensée sous le naf : 

► Programmation informatique.



La société HEYHOP est dirigée par Olivier Iacazzi (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931217-1321","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","HASHTAGED","https://fr.kompass.com/c/hashtaged/fra021k3d/","HASHTAGED","3 PL JEAN NOUZILLE 

	                ESPACE CONQUERANT","3 PL JEAN NOUZILLE 

	                ESPACE CONQUERANT 

	                
	        14000 CAEN","null","2016","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie HASHTAGED, est installée au 3 PL JEAN NOUZILLE à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2016 ayant comme SIRET le numéro 821557535 00027, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société HASHTAGED est dirigée par Joël Chadet (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931130-1292","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","KALYSO","https://fr.kompass.com/c/kalyso/fr1122265/","KALYSO","12 RTE DE SULLY","12 RTE DE SULLY 

	                
	        14400 TOUR-EN-BESSIN","null","2007","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie KALYSO, est implantée au 12 RTE DE SULLY à Tour-en-bessin (14400) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2007 ayant comme SIRET le numéro 498993047 00022, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société KALYSO est dirigée par Jean-Eudes Onfray (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931208-1318","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M TIMOTHEE COCAULT","https://fr.kompass.com/c/m-timothee-cocault/fr1171045/","M TIMOTHEE COCAULT","15 B PROMENADE DU FORT","15 B PROMENADE DU FORT 

	                
	        14000 CAEN","null","2013","Profession libérale","De 0 à 9 employés","M TIMOTHEE COCAULT, est installé au 15 B PROMENADE DU FORT à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2013 ayant comme SIRET le numéro 798499901 00014, recensée sous le naf : 

► Tierce maintenance de systèmes et d'applications informatiques.","Tierce maintenance de systèmes et d’applications informatiques (6202B)
				Voir la classification Kompass"
"1641931052-1266","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M DOMINIQUE MORIN","https://fr.kompass.com/c/m-dominique-morin/fr1249833/","M DOMINIQUE MORIN","6 RUE DE L'EGLISE SAINTE ANNE 

	                MOULT","6 RUE DE L'EGLISE SAINTE ANNE 

	                MOULT 

	                
	        14370 MOULT-CHICHEBOVILLE","null","2011","Artisan-commerçant","De 0 à 9 employés","L'entreprise M DOMINIQUE MORIN, est installée au 6 RUE DE L'EGLISE SAINTE ANNE à Moult-chicheboville (14370) dans le département du Calvados.



Cet artisan-commerçant fondé en 2011 sous le numéro 538878380 00020, est recensé sous le naf : 

► Fabrication de cartes électroniques assemblées.","Fabrication de cartes électroniques assemblées (2612Z)
				Voir la classification Kompass"
